baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Domain,Phylum,Class,Order,Family,Genus,Species
144.04631977662214,9.423151346344161,0.9850777677003846,9.565895866619792,1.1123388675727019e-21,2.5936034595570165e-19,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,NA,NA,NA
95.86788204805548,8.04928973593452,1.2674577340196262,6.3507362177726705,2.1428688315923944e-10,3.330970550441955e-9,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,uncultured Bacteroidetes bacterium
183.43985253217596,6.834325002051864,1.2575982950137239,5.434426103430176,5.497307281584768e-8,4.939301189367619e-7,Bacteria,Marinimicrobia (SAR406 clade),NA,NA,NA,NA,NA
209.94874728431986,6.470293291146936,1.3241896710467402,4.886228485706526,1.0278590839488216e-6,7.031661899483625e-6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,uncultured Bacteroidetes bacterium
1310.1116658182855,5.518295696624546,1.1817319681951317,4.669667780125032,3.0168721926668968e-6,1.89690076293977e-5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
49.29136095650388,5.453250658798876,1.169327595882084,4.663578177751982,3.107580512580143e-6,1.94519245507813e-5,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,uncultured Bacteroidetes bacterium
46.74697859543306,5.418831725181363,1.0140803668553842,5.343591989641715,9.112255203465997e-8,7.546426737883886e-7,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,NA
22.011396607275408,5.391015780525768,1.0181720154128462,5.294798618423853,1.1914763923947504e-7,9.635118340810728e-7,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmatales Incertae Sedis,Candidatus Hepatoplasma,NA
20.85204039351111,5.159601094014854,1.0183044703368034,5.066854997020999,4.044421280074616e-7,2.9937277094308927e-6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
18.971779897455516,5.102275339167417,1.121596550739649,4.549118250945642,5.3871166074710116e-6,3.22075903156066e-5,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,NA
