baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Domain,Phylum,Class,Order,Family,Genus,Species
221.75417180254863,8.759026995282532,0.9072198321007797,9.654801058526159,4.690688307991357e-22,4.046500447027211e-19,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum,Herbaspirillum huttiense subsp. huttiense
83.57179304080007,7.412459048425741,0.835780462788238,8.868906822369498,7.386745243915983e-19,4.779224172813641e-16,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,uncultured Bacteroidetes bacterium
173.63884726718666,7.36736569621342,0.8420376240342042,8.749449532808704,2.1439598256526185e-18,9.24761338131496e-16,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA,NA
263.43571779301925,7.195353255185885,0.7387526954713257,9.739867345722827,2.0382024970255898e-22,2.6374340311511133e-19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Candidatus Riegeria,uncultured bacterium
58.37445357406537,6.8227840463389136,0.8117357922383317,8.405178275464898,4.272121388063978e-17,1.1056250152309577e-14,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
50.487246761928105,6.611145752980287,0.761117549231981,8.686103427323912,3.7508343369662055e-18,1.347687741003072e-15,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,uncultured bacterium W5-15b,uncultured bacterium W5-15b,uncultured bacterium W5-15b
123.08290849054836,6.550591563495571,0.8158529569967918,8.029132587333786,9.816422556546665e-16,2.1170751313618973e-13,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43 clade,NA
104.01568830883353,6.470006828908646,0.868313918584346,7.451230125916915,9.247389596272314e-14,1.3295691263973749e-11,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA
38.178624573340066,6.270654032207673,0.811696635330209,7.725366546156358,1.1153193537491564e-14,2.0617474910734404e-12,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,uncultured Bacteroidetes bacterium
38.98140596857772,6.233065675706867,0.8120941537537301,7.675299282596563,1.6503288086456483e-14,2.8473673045166253e-12,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,NA
89.57328906462102,5.844247164360181,0.8044352715849307,7.265030973648893,3.7295280343136903e-13,5.080009764633595e-11,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured bacterium,uncultured bacterium
29.13906657516401,5.8058215024013196,0.761288268016962,7.626311538367174,2.4156564914115045e-14,3.907324374858109e-12,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes BD2-2,NA,NA
28.232606033363396,5.759315635488372,0.7194855856075514,8.004768616212184,1.1969151288826395e-15,2.382781810421747e-13,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,marine metagenome,marine metagenome
69.5890849277588,5.710149925494527,0.7926350139579614,7.204009190789259,5.846742261754679e-13,7.205413796867194e-11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea,NA
26.826718771076454,5.68404825916448,0.8015952579934473,7.090920514416197,1.3322285052723584e-12,1.4365864048520263e-10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassobius,uncultured bacterium
24.577026466860296,5.410339638650187,0.7246698819529513,7.465936936787791,8.270895412240277e-14,1.2591221956986963e-11,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured organism,uncultured organism
44.280699297222164,5.403338242031234,0.8557422487316587,6.314212311054888,2.7154094436736673e-10,1.489325690858389e-8,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured bacterium
245.1238413698748,5.329517464393969,0.9077176897390065,5.8713381094581845,4.322916055642427e-9,1.5982438217146572e-7,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp. r02
21.070096057047536,5.326870709872008,0.7859238544665222,6.777845817503323,1.2198092071791295e-11,1.052288742726529e-9,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinagarivorans,uncultured bacterium
19.877123623317136,5.309192691204816,0.7424278986846795,7.151122284885622,8.60712707223484e-13,1.0125111301338075e-10,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,uncultured,uncultured Bacteroidetes bacterium
20.52304344183473,5.2878299941772395,0.7639253926788739,6.921919397958863,4.455647569877264e-12,4.2708207077193917e-10,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,NA
18.182714176306707,5.17677150581338,0.7590663815621231,6.819919352981786,9.109163269174594e-12,8.419469478794232e-10,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,uncultured delta proteobacterium
99.85350844989469,5.160408704517983,0.7233254100839518,7.1342837298070965,9.729245657716872e-13,1.0947516418335333e-10,Bacteria,Planctomycetes,vadinHA49,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
17.81147630249104,5.076918358851073,0.7629042876000883,6.654725161948986,2.838299294480798e-11,2.225914719429183e-9,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,uncultured Bacteroidetes bacterium
16.970069983477888,5.073965434464992,0.7549725724498126,6.720728168972374,1.8081864526830224e-11,1.5095440450140845e-9,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,Roseimarinus,uncultured Bacteroidetes bacterium
114.39454364228462,5.0441893091608785,0.8117357483252421,6.214078066129224,5.162685823766813e-10,2.4292783476197296e-8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,marine metagenome,marine metagenome
16.842109206026304,4.993494108859047,0.7059069619724223,7.073870039341145,1.5067140350608607e-12,1.559750369095003e-10,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured Bacteroidales bacterium,uncultured Bacteroidales bacterium
16.444122260941818,4.957710168107963,0.7816632799991589,6.3425138355140565,2.2604590187790386e-10,1.36048091641864e-8,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured bacterium,uncultured bacterium
16.210129205363238,4.9362632788658285,0.6823220395231098,7.234506571582964,4.672247189693765e-13,6.045887863463733e-11,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA
18.098124851522364,4.84552585363301,0.7518132805005229,6.445118727361507,1.1550995649412998e-10,7.291213839190449e-9,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,NA
14.068635467726045,4.723656793015673,0.7223316689934539,6.539456866951351,6.174264510854705e-11,4.5654275868834215e-9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Lentilitoribacter,uncultured bacterium
13.53404385281521,4.6653684188720685,0.7017575956373658,6.648119589834698,2.9686107016807e-11,2.25963661645578e-9,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,uncultured,uncultured bacterium
13.53118328059651,4.665051087738807,0.71872964914203,6.490689640127723,8.54443367638516e-11,5.819209040653893e-9,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Zhongshania,uncultured bacterium
57.29755091856803,4.551390134280138,0.8145595797101597,5.587547243505053,2.3029911801634314e-8,6.930396714259256e-7,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured bacterium,uncultured bacterium,uncultured bacterium
